,text,hashtags
339,"Why there is no protest, dharna, pradarshan, tod-fod, violence etc. on Infant deaths in Kota??
Where are JNU, Jamia, AMU n F@khtar??
Why Congress leaders are not visiting affected families??",[]
340,"Why there is no protest, dharna, pradarshan, tod-fod, violence etc. on Infant deaths in Kota??
Where are JNU, Jamia, AMU n F@khtar??
Why Congress leaders are not visiting affected families??
#jmu
#JamiaProtest #JamiaMilia #JamaMasjid #FarhanAkhtar #
#rajdeepsardesai
#lallantop","['jmu', 'JamiaProtest', 'JamiaMilia', 'JamaMasjid', 'FarhanAkhtar', 'rajdeepsardesai', 'lallantop']"
341,"After BJP objection, JNU retd prof’s lecture put off http://toi.in/-uEM2Y ",[]
342,"After BJP objection, JNU retd prof’s lecture put off http://toi.in/4fJZxa ",[]
343,"That's why JNU is elite edition of GB road.
Any one can enter.",[]
344,"Great Visionary, Dr. @Swamy39 jee, advised to shut down JNU for 2 years!! 

Hooliganism yet again: Masked JNU ‘students’ barge into Information Centre, switch servers off and forcibly evict Technical Staff ! 
https://www.opindia.com/2020/01/jnu-fee-hike-protest-students-disrupt-registration-process-switch-servers-off-information-centre/ …",[]
345,@AlaskaAir I’m bummed that the loading crew couldn’t simply keep my package “this side up” as it is clearly marked. It’s evident that they didn’t after I opened my package. FLT75 1/4/19. Sea - Jnu - disappointed pic.twitter.com/5AmCuUQmgM,[]
346,"But she's a product of JNU, you can't expect anything different .. You see?",[]
347,"Is this person trying to say that illiterates, nomads,disabled persons do not get voting cards, ration card, adhaar card in our country? She just proved she is from JNU. https://twitter.com/ReallySwara/status/1213497631659286530 …",[]
348,"Is this person trying to say that illiterates, nomads,disabled persons do not get voting cards, ration card, adhaar card in our country? She just proved she is from JNU.",[]
349,"Have you seen any #VTU or #BU or #AnnaU students doing any anti national circus??
They are the students that India wants. The Nation Builders. Not Nation Breakers #JNU or #AMU.","['VTU', 'BU', 'AnnaU', 'JNU', 'AMU']"
350,"first JU, then JNU, and now Jamia! Silencing the voice of the youth now and then!!! Aise kaise chalega BJP? What will your minister talk about in his speeches now? That we burn and beat up the ‘labalab youth’ of the country?",[]
351,"Like Pakistan zindabad of JNU episode was a doctored video ,such false allegations are again being made no slogans like this were raised ,",[]
352,What a shameless display of servitude! We ask: @DelhiPolice whom do you serve? Do you still serve the People of this country and her Constitution? SHAME! SHAME!,[]
353,@HMOIndia @PMOIndia The behaviors of the students sows what type of studies going on in these University #JamiaMiliaIslamia #AligarhMuslimUniversity #JNU are creating criminals not students and they have the mindset of terrorist. https://twitter.com/amitmalviya/status/1206289037755133953 …,"['JamiaMiliaIslamia', 'AligarhMuslimUniversity', 'JNU']"
354,Why  r u generalising jnu and jamia is hot bet of antinationap activities they doesn't make up India,[]
355,"@UmarKhalidJNU
@JNU
#JamiaMiliaIslamia
#JNU where are you now??? 
In the end not the words of our enemies but the silence of our friends 
#JNUProtests
#CAAprotest
#RejectNRC
@kanhaiyakumar","['JamiaMiliaIslamia', 'JNU', 'JNUProtests', 'CAAprotest', 'RejectNRC']"
356,Call it for what it is . JNU would never be attacked because it is nota Muslim minority university. jamia is targeted because it is a Muslim Minorities Institution. Stop this PC. https://twitter.com/sardesairajdeep/status/1206264070585892866 …,[]
357,Burning buses pelting stones r liberal wah re hypocrites whobsaidball the young ppl r against govt jnu and jamia isn't India,[]
358,"Jamia, JNU students protesting at Delhi Police HQ; AMU students in Aligarh https://goo.gl/fb/RKAUnN ",[]
359,"First step on CAB violence is to use force on Jamia, JNU and AMU thugs who are in the forefront of Violence and keep on Raul Khan Vinci's activities. We are on second war of Independence and soon Bengal should be made free of Mamta Ali Jinnah and her agents",[]
360,Bhai do you know students that were studying in library were attacked and religious slurs were used on them. That have done this to Jamia and Amu. Do u know y? Not even to JNU.,[]
361,"JNU, JMI,  TISS,  HCU,  DU,  AMU

Please add if I have left some",[]
362,What attacks ?? Police should have encountered all those Jihadis in Jamia and JNU!! But they didn't!! https://twitter.com/virsanghvi/status/1206320898245939200 …,[]
363,No madam. Children of Delhi Police go to Shakhas not universities. Dont u see their contempt in JNU or Jamia campus?,[]
364,"First JNU, then AMU and now Jamia. Do you not a commonality in all those universities and them being deliberate targets? https://twitter.com/hussainhaidry/status/1206354783084265472 …",[]
365,I always on the right side.... I only said be loyal with ur nation.... But I know u r from Terriost University #JNU.... Just enjoy ur holiday in #JNU on my Income tax money. U shame less lady...,"['JNU', 'JNU']"
366,"About JNU also, please don't assume yourself. I would love to debate about issues and seek to correct myself if I'm wrong. Good night -:)",[]
367,"Raul Vinci and close associated should be taken into custody before they start adding to fire on CAB. Government must use any force necessary to weed out Jamia Milia , JNU  and AMU Pakistani agent quicky and consider taking law and order of West Bengal quickly.",[]
368,Protest must continue till the removal of V C of JNU and withdrawal of increased fee . https://twitter.com/s_szama/status/1215216131931168768 …,[]
369,"#JNU Disgrace is not our country's disgrace! Clash between 2 small student groups' not unusual.  Occupants of the campus are getting hefty stifunds& with subsidised room rent& food! #IdleBrain devil's workshop !!
#StopSubsidies make them pay. Then they will study!! 1/2","['JNU', 'IdleBrain', 'StopSubsidies']"
370,The parents of these students should be ashamed of themselves and their upbringing. Who in their sane mind will send their kids in universities like JNU. And my question to these girls that how can you use such a defamatory and deteriorating language for any female #shameJNUhttps://twitter.com/drrsingh1969/status/1215661156158722050 …,['shameJNUhttps']
371,"Whenever #Modi and #AmitShah want to #Punish a #BJP leader - they send him to debate with @kanhaiyakumar. Today was the turn of @amitabhsinhabjp
@sambitswaraj
@Shubhrastha
JNU Heated Debate: Kanhaiya Kumar vs Amitabh Sinha https://youtu.be/7l0qUtAi3GM  via @YouTube","['Modi', 'AmitShah', 'Punish', 'BJP']"
372,"“JNU Students study more than Doctors”, claims Deepika. 
http://quackdoses.com/jnu-students-study-more-than-doctors-claims-deepika/ …
#Quackdoses #Doctors #Patients #Hospital #Medical #Pharmaceuticals #Satire #DeepikaPadukone #Boycottchhapaak #NameItLikeBollywood #JNUviolence #boycottdeepikapadukone","['Quackdoses', 'Doctors', 'Patients', 'Hospital', 'Medical', 'Pharmaceuticals', 'Satire', 'DeepikaPadukone', 'Boycottchhapaak', 'NameItLikeBollywood', 'JNUviolence', 'boycottdeepikapadukone']"
373,Delhi Police has identified nine suspects in the JNU violence case. Briefing media about the ongoing investigation in the incident that happened on 5th of this month in the University campus. pic.twitter.com/wAkd9LzSLp,[]
374,Prime suspect of JNU violence and destruction with prime suspect of Sunanda Pushkar's murder. https://twitter.com/SureshNakhua/status/1215600616598163457 …,[]
375,Yes she will be safe until she changes her mind to try her luck in politics and also people like you @anuragkashyap72 stay away from JNU and don't trigger violent protests and riots.,[]
376,"Sanghis Terrorist Bombing masjids & trains blame Muslims for bombing 

Attacking JNU clear evidence of ABVP & police
Has emerge yes Blaming charging others students union

 Country institutions reputation in shamshan Khabrastan standing with terrorist sanghi
@JAslamBasha jihttps://twitter.com/ajaymaken/status/1215649484614467584 …",[]
377,Anti Nation activist are exposed in JNU,[]
378,"Now in few days #DeepikaPadukone exclusive interview will come in which she will be seen confessing I went into depression after so much controversy because of #JNU , it's Ranveer who helped me overcome this #DeepikaPadukone and will gain sympathy","['DeepikaPadukone', 'JNU', 'DeepikaPadukone']"
379,"She protested at JNU along with left! 
Movie got tax exemption from Congress ruled states!! 

They cry about equality, yet take advantage. Why this spl treatment to this Film?",[]
380,Us destroyer fires warning shot at Russian navy #WIN #yummy #JNU #JIMIN #AdderallTrump #YangGang #US #OleOut #Australia #t #GullyBoyAsimhttps://www.rnz.co.nz/news/world/407094/us-destroyer-fires-warning-blasts-at-russian-navy-in-north-arabian-sea …,"['WIN', 'yummy', 'JNU', 'JIMIN', 'AdderallTrump', 'YangGang', 'US', 'OleOut', 'Australia', 't', 'GullyBoyAsimhttps']"
381,"North India is so cold right now that you wonder if you can get a frost bite just by washing your hands in cold tap water.

But why should that stop hooligans of JNU from wrecking the place & the drama later on?",[]
382,Govt spending about Rs 7 lakh per student in JNU and helping produce anti nationals ⁦@SandeepN9NE⁩pic.twitter.com/YXfiLvaI4v,[]
383,"Silence of Kejriwal on JNU campus attack exposed him unwillingness to stand with justice , against violence and goondaism of ABVP .",[]
384,‘Inspires us all’: Raghuram Rajan on Deepika’s ‘silent protest’ at JNU https://www.hindustantimes.com/india-news/raghuram-rajan-on-deepika-s-silent-protest-at-jnu-inspires-us-all/story-J5xN7h8TrCNl81JRDmGpeK.html …,[]
385,Plus admission to JNU can be made through UPSC exam / some common entrance test etc,[]
386,"Just saw the entire debate that Kanhaiya was on - the India Today one. In 45 minutes, the BJP representative answered a grand total of zero questions. Called students 'parasites'. Said there would be a cleansing operation at JNU. Said he wasn't opposed to Godse. India, WAKE UP!",[]
